Loan_ID,Customer_ID,Loan_Type,Loan_Amount,Loan_Tenure_Months,Interest_Rate_Pct,EMI_Amount,Processing_Fee,Disbursal_Date,Loan_Status,Default,Age,Income_INR,Employment_Years,Marital_Status,Education_Level,Credit_History_Length,Savings_Account_Balance,Checking_Account_Balance,No_of_Open_Accounts,No_of_Closed_Accounts,Total_Credit_Limit,Total_Current_Balance,Credit_Utilization_Ratio,No_of_Inquiries_6M,No_of_Inquiries_12M,DPD_30,DPD_60,DPD_90,Worst_Current_Status,Months_Since_Most_Recent_Delinquency,Max_Credit_Exposure,Oldest_Trade_Open_Months,Newest_Trade_Open_Months,Pay_History,Delinquency_12M,Credit_Card_Utilization,Behavior_Spending_Score,Behavior_Repayment_Score,Avg_Balance_6M,Avg_Balance_3M,Salary_Credit_Frequency,Avg_Monthly_Salary_Credit,Monthly_Spend,Cash_Withdrawal_3M,Merchant_Spend_Pct,Bounce_Count_6M,Negative_Balance_Days,Transaction_Count_3M,UPI_Txn_Count_3M,ECS_Mandate_Count,Pay_History_repay,Paid_On_Time_Pct,Late_Payment_Count_12M,Missed_Payment_Count,Max_DPD_3M,Max_DPD_6M,Max_DPD_12M,Current_DPD_Bucket,Prev_DPD_Bucket,Prepayment_Count,Total_EMI_Paid,Collateral_Type,Collateral_Value,LTV_Ratio,Property_Type,Vehicle_Age_Years,Collateral_Location_Tier,Collateral_Insurance
LOAN00445,445,Education Loan,1555889,60,9.05,32335,16775,2022-03-04,Active,0,41,255213,24,Single,Postgraduate,11,657320,91233,3,4,1584369,2499538,0.47,4,5,0,0,0,0,50,1673855,72,49,Average,0,0.52,71,58,733404,711445,Irregular,19458,18767,210608,0.5565,1,1,152,61,6,Average,0.5879,0,0,0,30,30,Current,1-30 DPD,0,21,,,,,,,
LOAN00446,446,Education Loan,509582,60,10.78,11023,7839,2019-02-28,Active,0,30,595807,3,Married,High School,19,804057,51646,11,7,603896,1729237,0.19,3,8,0,0,0,0,5,1964665,71,28,Poor,0,0.01,53,60,792892,794634,Bi-Monthly,53468,32227,180834,0.2564,2,2,55,79,3,Poor,0.4759,0,0,0,0,15,Current,Current,0,63,,,,,,,
LOAN00447,447,Auto Loan,367592,60,10.17,7841,5509,2020-02-18,Active,0,61,2467054,29,Single,PhD,1,536988,245343,7,3,1475305,1576270,0.78,2,3,0,0,0,2,42,1112378,24,23,Good,5,0.62,55,66,593578,613145,Irregular,196298,180865,181782,0.8776,3,2,137,57,7,Good,0.9526,5,5,0,30,30,Current,1-30 DPD,2,25,Vehicle,525119.0,0.7,,5.0,Tier-2,Yes
LOAN00448,448,Personal Loan,1786182,36,19.55,65972,26091,2019-09-27,Closed,0,61,692147,28,Single,Graduate,5,596792,486487,10,7,2019243,1416205,0.09,0,1,0,0,0,3,4,854292,58,39,Good,2,0.92,100,22,625759,648512,Monthly,60109,43260,45225,0.2835,1,2,118,21,7,Good,0.9528,2,2,0,15,90,Current,Current,1,18,,,,,,,
LOAN00449,449,Home Loan,1096431,60,12.94,24913,20357,2020-01-04,Active,0,64,1507528,25,Married,High School,1,559331,32514,9,6,648214,257839,0.69,0,4,0,0,0,0,22,1170320,165,22,Good,1,0.25,46,60,532998,530905,Monthly,128263,67379,93490,0.1336,0,0,72,19,6,Good,0.882,1,0,0,30,60,Current,1-30 DPD,0,7,Residential Property,1275766.0,0.8594,Apartment,,Tier-1,Yes
LOAN00450,450,Home Loan,1969878,60,15.26,47132,23113,2022-07-12,NPA,1,28,1440795,25,Married,High School,1,551887,313894,11,2,2962832,1293101,0.09,2,5,0,0,0,2,37,1117881,144,16,Average,1,0.09,80,48,591453,598355,,111620,77901,113726,0.7044,4,16,154,43,0,Average,0.566,1,0,0,0,0,Current,Current,0,40,Residential Property,3250330.0,0.6061,Apartment,,Tier-3,Yes
LOAN00451,451,Auto Loan,841444,60,9.29,17585,4307,2020-09-07,NPA,1,44,2097096,27,Married,Graduate,12,870080,105139,7,2,2739635,2017822,0.86,0,4,0,0,0,1,21,202127,221,54,Average,0,0.57,22,40,938944,967645,Monthly,173258,122491,268304,0.1151,3,18,58,72,5,Average,0.7331,0,0,0,15,30,Current,Current,0,35,Vehicle,1250102.0,0.6731,,7.0,Tier-2,Yes
LOAN00452,452,Auto Loan,1009888,48,12.54,26862,17649,2019-05-06,Active,0,60,1145667,9,Married,Graduate,10,854547,28000,10,5,748717,614054,0.88,1,6,0,0,0,0,50,1517913,203,20,Average,0,0.58,63,71,949297,955346,Monthly,100147,58028,113891,0.2998,1,2,179,60,9,Average,0.7294,0,0,0,30,30,Current,1-30 DPD,0,45,Vehicle,1783283.0,0.5663,,6.0,Tier-2,Yes
LOAN00453,453,Business Loan,1515571,36,7.0,46796,15691,2020-06-05,Active,0,29,2084702,8,Single,Graduate,15,291454,305094,5,2,487712,1382783,0.3,1,5,0,0,0,0,17,1646486,199,39,Poor,1,0.83,14,88,374743,354431,Bi-Monthly,182069,113716,60175,0.4068,1,0,60,21,6,Poor,0.4268,1,1,0,0,15,Current,Current,0,69,Inventory,2426920.0,0.6245,,,Tier-1,Yes
LOAN00454,454,Personal Loan,441496,36,13.1,14897,8345,2020-01-11,Default,1,49,1167594,22,Single,PhD,6,116733,120281,5,2,372272,282348,0.97,2,2,1,1,1,0,48,679247,143,26,Poor,0,0.37,85,91,103094,108623,Monthly,97482,59605,23292,0.2937,3,16,17,37,0,Poor,0.3531,0,0,90,90,90,90+ DPD,61-90 DPD,0,58,,,,,,,
LOAN00455,455,Business Loan,1475871,48,14.95,41037,24165,2022-04-02,Default,1,21,1094871,28,Divorced,Postgraduate,15,694586,457716,2,0,1338014,355553,0.16,3,4,1,0,0,2,38,192123,216,49,Poor,3,0.03,82,95,655804,645823,Monthly,89581,44614,42405,0.2812,7,4,74,45,9,Poor,0.2591,3,2,15,15,60,1-30 DPD,Current,0,21,Machinery,2630585.0,0.561,,,Tier-1,Yes
LOAN00456,456,Education Loan,1948490,36,9.78,62671,15001,2021-05-31,NPA,1,41,1393584,27,Divorced,High School,4,747510,339565,7,5,882707,2329794,0.26,4,9,0,0,0,2,6,510146,107,35,Poor,5,0.25,19,18,698492,681884,Irregular,112047,133891,77521,0.4543,2,6,98,27,2,Poor,0.5924,5,4,0,0,0,Current,Current,0,44,,,,,,,
LOAN00457,457,Auto Loan,720606,48,11.91,18944,5119,2019-11-01,Active,0,34,233418,28,Married,Postgraduate,1,586500,169960,6,0,605521,1342682,0.97,4,8,0,0,0,1,39,208796,85,4,Average,2,0.49,80,28,575447,605328,Irregular,20382,23876,111124,0.3936,2,2,24,56,6,Average,0.7716,2,1,0,90,90,Current,61-90 DPD,0,21,Vehicle,1146010.0,0.6288,,8.0,Tier-2,Yes
LOAN00458,458,Personal Loan,1085803,24,11.4,50808,13545,2019-01-07,Active,0,34,670486,23,Married,PhD,10,898728,143176,2,3,189207,202130,0.12,0,2,1,0,0,0,48,1624772,137,53,Poor,1,0.87,77,88,918089,921884,Irregular,59966,27314,210208,0.1478,1,4,57,54,1,Poor,0.3679,1,1,15,90,90,1-30 DPD,61-90 DPD,0,42,,,,,,,
LOAN00459,459,Auto Loan,208525,48,8.84,5173,3902,2022-08-11,Active,0,43,2157150,13,Single,Graduate,1,750642,458099,1,7,356595,2219577,0.16,1,1,0,0,0,2,57,226555,153,58,Good,0,0.46,52,28,778651,800984,,194874,169582,207623,0.486,3,1,168,36,0,Good,0.9833,0,0,0,0,15,Current,Current,0,58,Vehicle,374698.0,0.5565,,6.0,Tier-1,Yes
LOAN00460,460,Auto Loan,1421702,12,11.55,126017,20648,2019-03-14,Active,0,46,567334,11,Single,PhD,3,691784,488023,3,0,1548281,1543263,0.89,2,5,0,0,0,1,11,1525030,83,17,Good,0,0.47,1,16,786475,777232,Irregular,47322,34564,217840,0.4901,0,1,61,65,0,Good,0.9172,0,0,0,0,0,Current,Current,1,17,Vehicle,1924900.0,0.7386,,12.0,Tier-2,No
LOAN00461,461,Personal Loan,1948230,60,10.76,42126,11154,2021-10-27,Default,1,44,2285510,5,Single,Graduate,19,770110,270058,4,5,500711,2034678,0.12,4,8,0,0,0,0,45,520138,85,20,Poor,4,0.53,94,44,838302,854456,Bi-Monthly,185546,156843,71259,0.492,4,10,25,63,0,Poor,0.2176,4,3,0,60,60,Current,31-60 DPD,0,58,,,,,,,
LOAN00462,462,Personal Loan,1155151,24,10.44,53539,22717,2021-03-21,NPA,1,54,495059,13,Single,Graduate,8,581134,192290,1,0,1538720,2151769,0.89,1,5,2,1,0,0,46,817488,140,18,Good,0,0.77,4,53,578689,605923,Monthly,40301,42271,157810,0.479,4,14,109,87,9,Good,0.9434,0,0,30,90,90,31-60 DPD,61-90 DPD,0,66,,,,,,,
LOAN00463,463,Home Loan,1397859,36,14.04,47802,8608,2021-07-02,Active,0,64,683864,5,Married,High School,17,27610,338272,8,6,2423443,312538,0.27,1,1,1,0,0,0,42,221062,50,50,Good,5,0.03,91,86,40804,44427,Bi-Monthly,58791,38227,361,0.4543,3,3,142,88,5,Good,0.825,5,5,15,15,60,1-30 DPD,Current,1,36,Residential Property,2398483.0,0.5828,Villa,,Tier-3,Yes
LOAN00464,464,Personal Loan,1466802,12,9.57,128662,24420,2019-06-01,Default,1,55,2091376,16,Married,High School,8,712160,127041,9,7,882556,264491,0.3,2,6,1,0,0,1,59,327439,21,21,Poor,5,0.44,37,43,794575,805658,Irregular,156905,106543,75572,0.6054,2,19,34,72,9,Poor,0.3823,5,4,15,30,90,1-30 DPD,1-30 DPD,0,6,,,,,,,
LOAN00465,465,Personal Loan,1746017,12,10.75,154112,17431,2019-12-06,Closed,0,33,1382640,7,Divorced,PhD,8,995038,115950,3,0,2836819,660633,0.75,1,1,1,1,1,0,8,1779952,137,44,Poor,1,0.12,77,44,1087739,1084573,Monthly,112657,113197,325288,0.5566,1,0,100,82,5,Poor,0.365,1,1,90,90,90,90+ DPD,61-90 DPD,2,64,,,,,,,
LOAN00466,466,Home Loan,837182,24,17.46,41577,4235,2022-04-19,Active,0,61,2377323,24,Single,Graduate,2,157873,50368,2,4,1656422,975729,0.34,4,9,1,1,1,1,35,1617058,147,19,Poor,5,0.47,82,8,227804,246227,Monthly,213850,150448,14307,0.7548,2,0,38,55,0,Poor,0.5336,5,4,90,90,90,90+ DPD,61-90 DPD,1,11,Residential Property,1500347.0,0.558,Apartment,,Tier-1,Yes
LOAN00467,467,Auto Loan,1725512,12,15.15,155863,19483,2020-04-22,Closed,0,38,885312,29,Single,PhD,7,439549,87253,2,2,2020954,1550283,0.24,4,7,0,0,0,0,36,158089,177,33,Good,1,0.53,72,82,476282,461055,Bi-Monthly,75892,89360,100586,0.6485,3,4,119,33,1,Good,0.872,1,0,0,0,0,Current,Current,0,35,Vehicle,2184268.0,0.79,,8.0,Tier-1,Yes
LOAN00468,468,Home Loan,1100695,48,12.44,29223,14785,2020-11-30,Active,0,55,642735,11,Married,High School,19,22865,416214,11,1,2483938,315632,0.82,3,5,0,0,0,0,56,1223479,55,31,Average,0,0.01,100,95,1000,16637,Monthly,58397,52028,403,0.4111,2,1,75,97,4,Average,0.6222,0,0,0,15,15,Current,Current,1,11,Residential Property,1827487.0,0.6023,Apartment,,Tier-2,Yes
LOAN00469,469,Home Loan,377753,36,14.01,12912,7157,2021-06-09,Active,0,59,2481533,20,Single,High School,11,511304,332758,4,5,112537,771235,0.35,0,1,0,0,0,0,27,180195,142,18,Good,1,0.78,84,5,572294,553823,Monthly,187474,167345,129392,0.527,3,3,111,0,5,Good,0.9238,1,0,0,0,15,Current,Current,0,62,Residential Property,636546.0,0.5934,Apartment,,Tier-1,Yes
LOAN00470,470,Home Loan,125146,36,11.53,4128,1149,2019-09-28,Closed,0,22,960863,7,Single,PhD,4,585104,199570,7,7,1471397,353423,0.96,1,1,0,0,0,1,45,965223,94,50,Average,2,0.06,69,94,581308,584732,Monthly,83785,82796,173309,0.2902,0,2,60,88,6,Average,0.6715,2,1,0,30,30,Current,1-30 DPD,0,43,Residential Property,138292.0,0.9049,Apartment,,Tier-2,Yes
LOAN00471,471,Education Loan,1699993,72,13.1,34215,16127,2021-09-06,Closed,0,23,688556,23,Single,PhD,13,712885,115204,6,3,120005,2345228,1.0,1,1,0,0,0,2,25,1956551,106,50,Good,0,0.06,46,16,742845,764102,Monthly,52291,46948,181087,0.5221,1,0,106,75,0,Good,0.8864,0,0,0,30,60,Current,1-30 DPD,2,71,,,,,,,
LOAN00472,472,Auto Loan,214414,24,7.28,9627,2450,2022-06-07,Active,0,25,1777139,8,Single,Graduate,12,704922,462780,7,0,1636896,13576,0.14,1,6,0,0,0,0,35,1574504,164,35,Good,0,0.63,91,13,689934,709664,Bi-Monthly,142447,91236,81045,0.4551,0,1,112,46,5,Good,0.8736,0,0,0,60,60,Current,31-60 DPD,0,49,Vehicle,293510.0,0.7305,,10.0,Tier-3,Yes
LOAN00473,473,Auto Loan,632777,12,8.46,55178,7792,2019-07-06,Default,1,38,2496420,20,Single,Graduate,16,844384,357793,9,1,1903124,551773,0.03,2,5,2,1,0,1,9,814949,48,21,Average,5,0.48,33,26,855997,878317,Monthly,193039,173266,77735,0.537,2,13,39,9,8,Average,0.5715,5,4,30,30,90,31-60 DPD,1-30 DPD,0,39,Vehicle,766957.0,0.825,,4.0,Tier-2,Yes
LOAN00474,474,Personal Loan,1072182,36,7.76,33479,9606,2021-01-26,Closed,0,64,2076374,26,Divorced,Postgraduate,11,202787,194504,11,4,1038088,573589,0.77,3,6,1,1,0,1,18,1038511,95,21,Poor,1,0.61,68,58,186895,201543,Bi-Monthly,182327,200433,43913,0.1025,2,4,101,13,3,Poor,0.5057,1,1,30,30,90,31-60 DPD,1-30 DPD,2,26,,,,,,,
LOAN00475,475,Business Loan,1629417,36,11.43,53677,8295,2021-10-25,Active,0,32,2301513,27,Single,Graduate,19,530758,240266,4,3,1643835,1522432,0.59,3,3,1,1,1,0,3,214035,121,39,Good,2,0.19,66,40,601102,578147,Monthly,181488,77875,100054,0.6764,2,0,76,42,3,Good,0.9347,2,1,90,90,90,90+ DPD,61-90 DPD,2,22,Commercial Property,1811848.0,0.8993,,,Tier-1,Yes
LOAN00476,476,Auto Loan,954925,36,8.3,30056,19042,2019-11-24,Default,1,60,632084,13,Married,PhD,18,673914,255487,5,7,2933951,342096,0.14,4,6,0,0,0,2,2,1786925,190,6,Poor,0,0.01,84,98,726415,735047,Irregular,47613,56353,74092,0.2457,5,10,55,14,3,Poor,0.5582,0,0,0,15,15,Current,Current,0,46,Vehicle,1173182.0,0.814,,5.0,Tier-1,Yes
LOAN00477,477,Home Loan,193736,48,17.12,5602,3220,2020-04-21,NPA,1,44,2233330,28,Divorced,High School,6,655772,193811,10,6,2689458,1764230,0.47,2,4,1,0,0,0,28,487750,213,17,Average,3,0.28,8,63,739923,759199,Monthly,199559,99701,192274,0.0388,7,8,160,80,8,Average,0.7727,3,2,15,60,60,1-30 DPD,31-60 DPD,0,19,Residential Property,322724.0,0.6003,Apartment,,Tier-3,No
LOAN00478,478,Business Loan,995028,48,13.97,27175,19110,2022-03-19,NPA,1,50,1229034,29,Single,Graduate,15,257310,247535,8,6,1155694,2264656,0.95,2,7,1,0,0,1,29,272679,48,34,Average,3,0.08,96,94,330628,318358,Bi-Monthly,97435,51541,7930,0.3749,4,14,31,92,8,Average,0.8047,3,2,15,15,15,1-30 DPD,Current,0,14,Commercial Property,1429571.0,0.696,,,Tier-1,Yes
LOAN00479,479,Business Loan,1106573,48,10.13,28134,10523,2021-09-19,Closed,0,59,1372983,0,Married,Postgraduate,6,522132,377268,8,4,2772675,1658131,0.71,1,1,0,0,0,0,13,623016,36,30,Poor,1,0.83,5,5,473896,445128,Monthly,108312,113891,61396,0.4327,2,2,6,30,3,Poor,0.377,1,1,0,30,30,Current,1-30 DPD,0,35,Machinery,1829053.0,0.605,,,Tier-1,No
LOAN00480,480,Business Loan,450667,36,10.18,14579,3888,2020-03-02,Default,1,52,679468,12,Single,PhD,16,326305,433387,4,6,2004040,1928072,0.96,3,4,0,0,0,0,12,1712457,117,20,Average,0,0.96,10,47,426032,412293,Monthly,55406,22368,111031,0.4901,4,10,50,30,2,Average,0.8198,0,0,0,60,60,Current,31-60 DPD,0,58,Commercial Property,678820.0,0.6639,,,Tier-2,No
LOAN00481,481,Home Loan,1017432,24,14.29,48989,16840,2019-07-25,Active,0,31,2267878,20,Married,Postgraduate,14,604801,103993,1,1,2102259,1281688,0.21,2,3,1,1,1,2,22,1471208,140,33,Good,0,0.89,63,98,683620,674458,,179400,195462,149077,0.6141,2,2,172,53,8,Good,0.8981,0,0,60,60,60,61-90 DPD,31-60 DPD,0,15,Residential Property,1377294.0,0.7387,Independent House,,Tier-1,Yes
LOAN00482,482,Business Loan,1166353,36,9.14,37165,9040,2021-06-12,Active,0,46,1914782,25,Divorced,High School,8,274734,245206,6,1,1667071,2218850,0.22,2,6,1,1,0,0,36,878568,156,12,Good,0,0.18,87,7,311716,296499,Bi-Monthly,163935,71147,55933,0.8992,2,4,171,20,7,Good,0.8275,0,0,30,30,90,31-60 DPD,1-30 DPD,1,14,Commercial Property,2040762.0,0.5715,,,Tier-1,Yes
LOAN00483,483,Personal Loan,980404,48,9.41,24588,18236,2022-06-06,Active,0,53,390053,3,Married,High School,18,95954,433272,6,3,2586664,2407679,0.45,2,2,1,1,0,0,35,514903,87,44,Poor,0,0.88,77,85,82486,83255,Monthly,29469,33240,15268,0.4891,3,4,84,1,9,Poor,0.2715,0,0,30,30,30,31-60 DPD,1-30 DPD,0,23,,,,,,,
LOAN00484,484,Home Loan,255956,24,7.0,11459,3995,2020-02-18,Default,1,25,1618732,4,Married,Graduate,18,92722,353848,4,0,2212755,74294,0.64,0,3,1,0,0,0,4,276628,23,4,Average,1,0.31,35,80,141612,112734,Monthly,145853,114544,24900,0.3107,3,6,93,55,0,Average,0.7053,1,0,15,15,15,1-30 DPD,Current,0,32,Residential Property,399818.0,0.6402,Apartment,,Tier-3,Yes
LOAN00485,485,Auto Loan,883445,12,13.25,79010,16848,2019-12-22,Closed,0,63,1725857,5,Divorced,Graduate,9,444050,480608,9,5,1815769,1093658,0.77,2,5,0,0,0,3,40,416897,89,12,Good,1,0.79,75,7,490499,475304,Monthly,139158,91954,41247,0.5529,3,4,19,98,1,Good,0.8626,1,0,0,0,0,Current,Current,2,20,Vehicle,993156.0,0.8895,,11.0,Tier-1,Yes
LOAN00486,486,Personal Loan,502816,24,14.49,24258,8491,2019-10-03,Active,0,23,2474082,9,Married,Graduate,16,989156,127156,10,1,2379749,326475,0.71,4,5,0,0,0,0,14,544652,28,28,Good,0,0.39,56,21,1044336,1068543,Monthly,204170,174959,279150,0.6557,1,3,52,47,4,Good,0.9045,0,0,0,60,60,Current,31-60 DPD,0,45,,,,,,,
LOAN00487,487,Home Loan,1722789,36,7.0,53194,27863,2021-08-31,Active,0,35,1188439,9,Married,Graduate,19,986225,395094,4,4,1187308,124649,0.86,2,2,0,0,0,0,18,1512608,103,43,Good,0,0.34,39,23,1044981,1033965,Irregular,97386,116289,82575,0.5075,0,1,87,95,9,Good,0.9063,0,0,0,15,60,Current,Current,0,54,Residential Property,1922969.0,0.8959,Independent House,,Tier-2,Yes
LOAN00488,488,Business Loan,705806,48,11.77,18506,13526,2020-05-23,Active,0,39,1878125,12,Divorced,Postgraduate,18,448039,239099,2,6,1740644,301579,0.9,1,3,2,2,1,1,49,1014866,191,39,Poor,0,0.31,30,73,482756,486876,Irregular,155221,174879,87816,0.1935,0,1,55,57,0,Poor,0.5174,0,0,90,90,90,90+ DPD,61-90 DPD,0,49,Machinery,779288.0,0.9057,,,Tier-2,Yes
LOAN00489,489,Auto Loan,1961824,48,14.17,53777,31947,2019-12-20,Active,0,52,310456,22,Single,Postgraduate,4,892502,356668,5,6,2235177,1340417,0.93,1,1,0,0,0,2,45,927195,220,25,Good,2,0.71,54,10,896106,903137,Monthly,28456,15449,146988,0.6327,2,4,94,20,0,Good,0.9424,2,1,0,0,90,Current,Current,0,67,Vehicle,2872065.0,0.6831,,5.0,Tier-2,Yes
LOAN00490,490,Business Loan,554950,36,11.49,18297,9174,2022-11-06,Closed,0,47,385297,11,Single,High School,9,612675,137580,11,6,2781947,2312618,0.12,2,4,2,2,2,0,2,1818406,63,56,Average,0,0.37,35,54,616660,634488,Monthly,35137,40752,142730,0.5362,1,3,86,98,2,Average,0.6475,0,0,90,90,90,90+ DPD,61-90 DPD,1,10,Inventory,739701.0,0.7502,,,Tier-2,Yes
LOAN00491,491,Personal Loan,59105,24,7.34,2655,376,2020-06-09,Closed,0,41,1161329,4,Married,Graduate,1,877023,225999,2,0,717363,1548847,0.19,3,5,1,1,1,0,5,1772823,149,19,Good,0,0.68,41,48,881476,894581,Monthly,96390,83068,70394,0.7013,2,2,125,29,2,Good,0.837,0,0,60,60,60,61-90 DPD,31-60 DPD,1,51,,,,,,,
LOAN00492,492,Business Loan,1107311,36,7.0,34190,6356,2019-12-10,Default,1,28,1004228,7,Divorced,Graduate,11,452026,134213,9,1,2647304,491544,0.14,2,7,0,0,0,0,14,628229,110,27,Average,0,0.52,45,35,403096,394043,Monthly,79088,90730,48011,0.3639,5,14,49,99,8,Average,0.8118,0,0,0,15,15,Current,Current,0,11,Commercial Property,1245153.0,0.8893,,,Tier-1,No
LOAN00493,493,Education Loan,1395525,36,12.09,46411,26081,2022-08-27,Closed,0,25,260152,7,Married,Postgraduate,12,425584,167972,4,1,474177,549295,0.41,4,5,0,0,0,0,26,1048104,19,19,Good,2,0.08,69,34,476468,463775,Bi-Monthly,21632,10504,74336,0.4836,1,0,46,26,1,Good,0.902,2,1,0,90,90,Current,61-90 DPD,2,36,,,,,,,
LOAN00494,494,Home Loan,1638006,60,13.65,37816,15740,2021-11-22,Active,0,45,707085,25,Single,Postgraduate,17,773143,411165,11,3,1501214,1485413,0.58,4,8,0,0,0,1,3,1534728,97,59,Average,2,0.58,82,35,848726,827051,Monthly,62774,40212,237518,0.3014,0,3,99,12,9,Average,0.6306,2,1,0,0,30,Current,Current,0,64,Residential Property,1824163.0,0.8979,Apartment,,Tier-2,Yes
LOAN00495,495,Personal Loan,1401035,60,8.71,28886,16480,2022-10-08,Closed,0,34,1312857,21,Married,Postgraduate,2,670743,76730,2,7,2253713,112046,0.14,2,7,1,0,0,2,39,401244,54,27,Average,1,0.82,91,24,688559,684697,Irregular,110718,100300,188629,0.4568,2,1,14,30,8,Average,0.6295,1,0,15,90,90,1-30 DPD,61-90 DPD,0,60,,,,,,,
LOAN00496,496,Personal Loan,1576070,60,14.74,37279,11422,2021-10-30,Active,0,32,1110953,1,Married,Graduate,8,905308,485719,2,2,2115805,545756,0.95,0,2,0,0,0,0,38,642635,142,55,Average,1,0.01,97,67,897153,917135,Monthly,97945,95795,79209,0.2205,3,0,151,4,0,Average,0.8486,1,0,0,60,60,Current,31-60 DPD,0,50,,,,,,,
LOAN00497,497,Business Loan,786099,24,14.63,37977,7606,2022-01-17,NPA,1,58,1179557,21,Single,Graduate,9,320724,472107,11,4,2649230,1335540,0.87,3,6,2,2,2,0,25,1317955,81,25,Poor,3,0.52,25,87,401040,374531,Monthly,93766,85044,95980,0.7555,7,17,173,83,4,Poor,0.276,3,2,60,60,60,61-90 DPD,31-60 DPD,0,4,Machinery,1251016.0,0.6284,,,Tier-2,Yes
LOAN00498,498,Business Loan,1214091,36,9.92,39129,8325,2019-06-08,Active,0,56,1505359,24,Divorced,Graduate,8,324039,274916,6,6,1750286,2114055,0.3,0,0,0,0,0,0,0,834670,81,50,Good,3,0.62,32,21,328833,332838,Monthly,120064,74430,86026,0.7321,0,4,101,75,8,Good,0.8442,3,2,0,0,0,Current,Current,3,68,Machinery,2104423.0,0.5769,,,Tier-1,Yes
LOAN00499,499,Business Loan,840934,36,10.0,27134,4355,2020-04-25,Active,0,46,2445142,24,Single,Postgraduate,16,192107,247188,2,5,2834166,1472365,0.29,4,9,2,2,2,1,39,677553,121,42,Average,0,0.64,39,99,264148,238156,Monthly,194127,123831,11962,0.5996,0,1,79,38,2,Average,0.6769,0,0,90,90,90,90+ DPD,61-90 DPD,1,41,Commercial Property,1374758.0,0.6117,,,Tier-2,Yes
LOAN00500,500,Personal Loan,1396497,48,14.29,38364,23010,2020-05-07,Active,0,51,519108,11,Single,Graduate,17,664086,343778,8,4,2892001,769898,0.62,4,9,0,0,0,2,54,859087,204,45,Good,1,0.12,89,6,695971,720184,Monthly,45934,32112,134058,0.8354,3,3,75,47,0,Good,0.9514,1,1,0,0,15,Current,Current,1,14,,,,,,,
